"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"3811120","25006722514006421000000000U7","EL BROCHETAS TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","BOULEVARD","DOCTOR ENRIQUE CABRERA","CALLE","REPUBLICA DE GUATEMALA","PRIVADA","PRIVADA DE GUATEMALA","BOULEVARD","OBRERO MUNDIAL","2146",,,,"1",,"COLONIA","LOS OLIVOS 2",,,,"80025","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5715","026",,,,"Fijo","24.82485559","-107.41430937","2014-12"
"3816919","25006722514003072001000000U1","JR TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","FRANCISCO ZARCO","AVENIDA","IGNACIO ALDAMA","AVENIDA","JESUS G. ANDRADE","CALLE","CONSTITUCIÓN","0","SN",,,"13",,"COLONIA","MIGUEL ALEMAN",,,,"80200","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0220","009","6672070750",,,"Fijo","24.7976646","-107.39065995","2014-12"
"7650067","25006722514008372100000000U0","RAUL TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","6 a 10 personas","CALLE","COTOPAXI","BOULEVARD","CIRCUITO INTERIOR","AVENIDA","AVENIDA DE LA FOCA","AVENIDA","AVENIDA DE LA FOCA","3882","2",,,,,"FRACCIONAMIENTO","VILLAS VICTORIA",,,,"80058","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6003","003","6731205477",,,"Fijo","24.81747382","-107.43481602","2019-11"
"3853341","25006722212005871000000000U5","SUPER TAQUERIA JUANITO",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","BOULEVARD","NUEVO HORIZONTE","CALLE","CALLE DEL PRESAGIO","CALLE","CALLE DE LA VIRTUD","AVENIDA","AVENIDA DEL TRIUNFO",,"SN",,,,,"COLONIA","HORIZONTES",,,,"80054","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4327","016",,,,"Semifijo","24.81360205","-107.42856841","2010-07"
"9347584","25006722514013951000000000U4","TACOS PADILLA","TAQUERIA PADILLA ","722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","GENERAL ANGEL FLORES","AVENIDA","GENERAL DOMINGO RUBI","AVENIDA","GENERAL JUAN CARRASCO","CALLE","MIGUEL HIDALGO Y COSTILLA","148",,,"1",,,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADO MUNICIPAL","LOCAL 7",,"25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3390","024",,,,"Fijo","24.80868978","-107.39625326","2021-05"
"3816861","25006722514001501000000000U1","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","JESUS G. ANDRADE","BOULEVARD","GABRIEL LEYVA SOLANO","CALLE","GENERAL JUAN JOSE RIOS","AVENIDA","DOCTOR RUPERTO L. PALIZA",,"SN",,,,,"COLONIA","MIGUEL ALEMAN",,,,"80200","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0220","049",,,,"Semifijo","24.80214328","-107.39163792","2014-12"
"3821008","25006722514000531000000000U9","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","CONSTITUYENTE HILARIO MEDINA","CALLE","GENERAL PABLO MACIAS VALENZUELA","CALLE","CONSTITUYENTE ALBERTO TERRONES BENITEZ","AVENIDA","GENERAL CRUZ MEDINA","3735",,,,"0",,"COLONIA","ESTHELA ORTIZ DE TOLEDO",,,,"80190","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","1746","041",,,,"Fijo","24.7625026","-107.42350485","2014-12"
"3815846","25006722514002471000000000U6","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","MIGUEL HIDALGO Y COSTILLA","CALZADA","CALZADA DE LA LUNA","CALLE","CALLE AL BARRIO","CALLE","UMBRIEL","0","SN",,,"0",,"COLONIA","VILLA SATELITE",,,,"80088","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","1619","001",,,,"Fijo","24.80631277","-107.35410636","2014-12"
"3836767","25006465311002421000000000U3","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","CONSTITUCION","AVENIDA","30 DE SEPTIEMBRE","AVENIDA","30 DE OCTUBRE","CALLE","GENERAL JOSÉ AGUILAR BARRAZA","1109",,,,"0",,"COLONIA","BENITO JUAREZ",,,,"80210","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3494","004","6677120712",,,"Fijo","24.79998188","-107.38120347","2010-07"
"3836777","25006722212009851000000000U3","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","CONSTITUCION","AVENIDA","VENUSTIANO CARRANZA","AVENIDA","24 DE OCTUBRE","CALLE","GENERAL JOSÉ AGUILAR BARRAZA","1027",,,,"0",,"COLONIA","BENITO JUAREZ",,,,"80210","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3494","024",,,,"Fijo","24.79991249","-107.38262634","2010-07"
"3839366","25006722219004471000000000U0","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","PRESIDENTE MIGUEL BARRAGAN","AVENIDA","PRESIDENTE GUSTAVO DIAZ ORDAZ","AVENIDA","21 DE MARZO","CALLE","PRESIDENTE RÓMULO DÍAZ DE LA VEGA","87",,,,"0",,"COLONIA","LAZARO CARDENAS",,,,"80290","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3776","013",,,,"Fijo","24.77060298","-107.37662048","2010-07"
"8309385","25006722514009321000000000U6","TAQUERIA","TAQUERIA ","722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","MISION DE SAN ANTONIO DE PADUA","AVENIDA","PATRIA","AVENIDA","VILLA DE PANUCO","CALLE","MISIÓN DE SAN DIEGO ALCALÁ",,"SN",,,,"SN","COLONIA","NUEVA GALICIA",,,,"80295","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3831","039",,,,"Semifijo","24.76229656","-107.37067973","2019-11"
"3840937","25006722219004121000000000U1","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","GENERAL IGNACIO PESQUEIRA","AVENIDA","MARINA NACIONAL","AVENIDA","EJERCITO NACIONAL","CALLE","COMANDANTE JOSÉ FRANCISCO MIRANDA","2850",,,,"0",,"COLONIA","21 DE MARZO",,,,"80290","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3723","015","6671985059",,,"Semifijo","24.77857846","-107.36532469","2010-07"
"3818285","25006722514005831000000000U8","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","PATRIA","CALLE","ARBOLEDA","CALLE","SAUCE","AVENIDA","ABEDUL",,"SN",,,,,"COLONIA","RAFAEL BUELNA",,,,"80260","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3526","019",,,,"Fijo","24.79198171","-107.37552452","2014-12"
"8739612","25006722514010931000000000U9","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","SAN PEDRO","AVENIDA","CORNETA FRANCISCO RAMIREZ","AVENIDA","BATALLA DE PUEBLA","CALLE","CALLE DEL MEZQUITILLO","3397",,,,"0",,"FRACCIONAMIENTO","SAN BENITO",,,,"80246","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3738","037","6672324147",,,"Fijo","24.77352293","-107.35952751","2019-11"
"3784631","25006722212011172000000000U0","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","BAHIA DE OHUIRA","AVENIDA","LERDO DE TEJADA","AVENIDA","PASCUAL OROZCO","CALLE","BAHÍA DE AGIABAMPO","1590",,,,,,"COLONIA","MORELOS",,,,"80170","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0324","070",,,,"Fijo","24.78655511","-107.41014642","2010-07"
"3819336","25006722514004321000000000U1","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","NINGUNO","CALZADA","HEROICO COLEGIO MILITAR","CALLE","NINGUNO","CALLE","NINGUNO","3299","C",,,"1",,"MANZANA","MERCADO GOMEZ CAMPAÑA",,,,"80290","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6376","034",,,,"Fijo","24.77298646","-107.36554276","2014-12"
"3838566","25006722212003591000000000U1","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","MEXICO 68","AVENIDA","19 DE SEPTIEMBRE","AVENIDA","21 DE MARZO","CALLE","BUGAMBILIAS","966",,,,"0",,"COLONIA","10 DE MAYO",,,,"80270","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3600","018","6671304373",,,"Fijo","24.78321823","-107.37978106","2010-07"
"3849410","25006722219003171000000000U7","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","TENIENTE JUAN DE LA BARRERA","CALLE","SOCIOLOGOS","CALLE","ARQUITECTOS","AVENIDA","MATÍAS LAZCANO","2351",,,,,,"COLONIA","TIERRA BLANCA",,,,"80030","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0057","024","6671313348",,,"Fijo","24.83065268","-107.39164972","2010-07"
"3847824","25006722212001791000000000U9","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","ALVARO OBREGON","CALLE","MIGUEL ONTIVEROS","CALLE","PROFESORA VELINA LEON DE MEDINA","AVENIDA","DIEGO ARNULFO PEREGRINA",,"SN",,,,,"COLONIA","LAS CUCAS",,,,"80018","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3032","010",,,,"Fijo","24.84653341","-107.39418289","2010-07"
"7360185","25006722514008941000000000U2","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","ALVARO OBREGON","PRIVADA","NINGUNO","CALLE","NINGUNO","PRIVADA","NINGUNO","6845",,,,"0",,"COLONIA","LOMAS DE RODRIGUERA",,,,"80019","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3047","031",,,,"Fijo","24.86406347","-107.39334412","2019-11"
"9270324","25006722514013633000000000U8","TAQUERIA","TAQUERIA ","722514","Restaurantes con servicio de preparación de tacos y tortas","11 a 30 personas","AVENIDA","GENERAL BENJAMIN HILL","CALLE","MUNICIPIO LIBRE","ANDADOR","CANDIDO AVILES INZUNZA","ANDADOR","SIN NOMBRE",,"SN",,,,,"FRACCIONAMIENTO","BARRANCOS",,,,"80194","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","202A","029",,,,"Semifijo","24.75578645","-107.42892588","2020-11"
"3809158","25006722514003331000000000U1","TAQUERIA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","BOULEVARD","BLVD. LA NAVIDAD","AVENIDA","AV. LUIS GONZAGA URBINA","AVENIDA","AV. NAHUATL","CALLE","CALLE MAPILO","7605","A",,,,,"COLONIA","PARAISO",,,,"80140","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6431","042","6672481824",,,"Semifijo","24.76682228","-107.46377752","2014-12"
"9280714","25006722514013643000000000U7","TAQUERIA  CUMBRES","TAQUERIA ","722514","Restaurantes con servicio de preparación de tacos y tortas","11 a 30 personas","AVENIDA","BELLAVISTA","CALLE","CERRO DEL COLLI",,"CERRO DEL COLLI","BOULEVARD","LOMAS DE SAN ISIDRO",,"SN",,,,,"FRACCIONAMIENTO","LOMAS DE SAN ISIDRO",,,,"80197","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7726","007",,,,"Fijo","24.76039862","-107.39857637","2020-11"
"3820175","25006722514003362001000000U6","TAQUERIA 22 DE DICIEMBRE",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","AVENIDA DE LAS TORRES","CALLE","MINA ESCOBAL","CALLE","MINA SANTA CRUZ DE ALAYA","AVENIDA","AVENIDA DEL MINERO","508",,,,,,"COLONIA","22 DE DICIEMBRE",,,,"80199","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3973","016",,,,"Fijo","24.75864171","-107.38812012","2014-12"
"3787470","25006722212008791000000000U2","TAQUERIA 3",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","LICENCIADO BENITO JUAREZ","AVENIDA","JORGE GARCIA GRANADOS","AVENIDA","HERMENEGILDO GALEANA","CALLE","MIGUEL HIDALGO Y COSTILLA",,"SN",,,,,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADITO RAFAEL BUELNA","73","80000","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3403","013",,,,"Semifijo","24.80802955","-107.3877193","2010-07"
"7415667","25006722514011601000000000U7","TAQUERIA ADELAIDA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","AVENIDA DE LOS ABEDULES","CALLE","CALLE DEL PUMA","CALLE","NINGUNO","AVENIDA","SAUCES","2621",,,,,,"COLONIA","RENATO VEGA AMADOR",,,,"80280","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7389","002",,,,"Fijo","24.78490926","-107.34969354","2019-11"
"7649827","25006722514008291000000000U2","TAQUERIA ADELITA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","GENERAL IGNACIO RAMIREZ","AVENIDA","ÁLVARO OBREGON","AVENIDA","DOCTOR RUPERTO L. PALIZA","BOULEVARD","CONSTITUCIÓN",,"SN",,,,,"COLONIA","MIGUEL ALEMAN",,,,"80200","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0220","016","6692063339",,,"Semifijo","24.79840231","-107.39372479","2019-11"
"8702114","25006722514008861000000000U2","TAQUERIA AIMAR",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","GENERAL ANGEL FLORES","AVENIDA","JOAQUIN FERNANDEZ DE LIZARDI","AVENIDA","AVENIDA DE LOS SABINOS","CALLE","ANTONIO CASO","2969",,,,"0","SN","COLONIA","GENARO ESTRADA",,,,"80070","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","1604","027","6671756567",,,"Fijo","24.8071512","-107.36194062","2019-11"
"7210684","25006722514007161000000000U8","TAQUERIA AISPURO",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","COSTA DEL SOL","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","313","A",,,,,"COLONIA","FRACCIONAMIENTO COSTA DEL SOL",,,,"80300","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","8122","001",,,,"Semifijo","24.73981318","-107.37365043","2019-11"
"3861515","25006722514001021000000000U0","TAQUERIA AISPURO",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","PRIVADA","NEVADO DE COLIMA","CALLE","PASEO DE LOS HIMALAYA","AVENIDA","AVENIDA DE LOS APALACHES","PRIVADA","NEVADO DE TOLUCA","192",,,,,,"FRACCIONAMIENTO","VILLA BONITA",,,,"80199","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5274","015",,,,"Fijo","24.75023023","-107.38591711","2010-07"
"3850979","25006722212010712000000000U4","TAQUERIA AL PASTOR Y CARNE ASADA LAS QUINTAS",,"722514","Restaurantes con servicio de preparación de tacos y tortas","6 a 10 personas","CALLE","GENERAL RAFAEL BUELNA TENORIO","AVENIDA","PRESA DON MARTIN","AVENIDA","PRESA VALSEQUILLOS","CALLE","PRESA RAUDALES","1041",,,,,,"COLONIA","LAS QUINTAS",,,,"80060","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3371","006","6677137788",,,"Fijo","24.81205748","-107.38195231","2010-07"
"8048266","25006722514011821000000000U1","TAQUERIA ALBERTOS",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","HONORABLE AYUNTAMIENTO","CALLE","CANCER","AVENIDA","6 DE SEPTIEMBRE","AVENIDA","6 DE SEPTIEMBRE","1682",,,,,"1","COLONIA","16 DE SEPTIEMBRE",,,,"80016","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5645","015","6674613546",,,"Fijo","24.84976489","-107.38237736","2019-11"
"3787099","25006722219006561000000000U6","TAQUERÍA ALEX",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","CONSTITUYENTE EMILIANO GARCIA","CALLE","LICENCIADO AMADO ESTRADA","CALLE","LICENCIADO JORGE ROMERO ZAZUETA","AVENIDA","CONSTITUYENTE PEDRO ROSENDO ZAVALA",,"SN",,,,,"COLONIA","ADOLFO LOPEZ MATEOS",,,,"80190","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4100","014",,,,"Fijo","24.76720231","-107.40228883","2010-07"
"8247339","25006722514009671000000000U4","TAQUERIA ALEXIS",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","BELISARIO DOMINGUEZ","BOULEVARD","EJERCITO DE OCCIDENTE","CALLE","GENERAL PABLO MACIAS VALENZUELA","CALLE","JOSE MARIA MAYTORENA","5498",,,,,,"FRACCIONAMIENTO","RINCON DEL PARQUE",,,,"80194","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6408","031","6671992318",,,"Fijo","24.75743354","-107.41338349","2019-11"
"7649287","25006722514008071000000000U8","TAQUERIA ALONSO",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","SIERRA MADRE OCCIDENTAL","CALLE","SIERRA DEL SOCONUSCO","CALLE","SIERRA MADRE ORIENTAL","CALLE","SIERRA MADRE DEL SUR","1669",,,,,,"COLONIA","INFONAVIT CAÑADAS",,,,"80170","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","405A","007",,,,"Fijo","24.78154944","-107.40440707","2019-11"
"8048214","25006722514011812000000000U0","TAQUERIA AMERICA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","6 a 10 personas","CALLE","PROFESORA MARIANA VALDEZ","AVENIDA","CANTERA","BOULEVARD","BOULEVARD DE LAS AMERICAS","CALLE","AMANECER",,"SN",,,,,"FRACCIONAMIENTO","LOMAS DEL SOL",,,,"80016","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4011","001",,,,"Fijo","24.84055872","-107.3853625","2019-11"
"3808872","25006722514002521000000000U8","TAQUERIA ANGEL MODULO 7",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","BOULEVARD","JUAN M. ZAMBADA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",,"SN","OTRO CONGLOMERADO","1",,,"COLONIA","AGUARUTO CENTRO",,"CENTRO PENITENCIARIO AGUARUTO","SN","80308","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3066","001",,,,"Fijo","24.77447926","-107.4980445","2014-12"
"3782121","25006722219012442001000000U1","TAQUERIA ANGULO",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALZADA","AEROPUERTO","AVENIDA","LUIS GONZAGA URBINA","CALLE","JOSE JOAQUIN PESADO","CALLE","IGNACIO RODRÍGUEZ GALVÁN","0","SN",,,"0",,"COLONIA","BACHIGUALATO",,,,"80140","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4045","016","6677600925",,,"Fijo","24.77500378","-107.46628324","2010-07"
"3819700","25006722514005741001000000U9","TAQUERIA APOMAL",,"722514","Restaurantes con servicio de preparación de tacos y tortas","6 a 10 personas","AVENIDA","PATRIA","CALLE","PRESIDENTE MIGUEL BARRAGAN","CALLE","PRESIDENTE ROMULO DIAZ DE LA VEGA","AVENIDA","GENERAL MANUEL ÁVILA CAMACHO","9","A",,,,,"COLONIA","LAZARO CARDENAS",,,,"80290","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3795","021",,,,"Fijo","24.77156383","-107.37238828","2014-12"
"3790122","25006722212001001000000000U3","TAQUERIA ARAGON",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","REVOLUCION","CALLE","CRISTOBAL COLON","CALLE","MARIANO ESCOBEDO","AVENIDA","JAIME TORRES BODET","167",,,,,,"COLONIA","MIGUEL HIDALGO",,,,"80090","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0184","027","6674551974",,,"Fijo","24.80292045","-107.36619226","2010-07"
"7650605","25006722514008611000000000U1","TAQUERIA ARAGON",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","BOULEVARD","MANUEL J. CLOUTHIER","CALLE","SEGUNDA","AVENIDA","TERCERA","AVENIDA","CERRO OTATES","0","SN",,,"0",,"COLONIA","BUENOS AIRES",,,,"80199","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","2068","023","6672935993",,,"Fijo","24.76659536","-107.39593776","2019-11"
"7188141","25006722514010351000000000U0","TAQUERIA AREYANOS",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALLE","CONSTITUYENTE HERMINIO PEREZ ABREU","AVENIDA","CONSTITUYENTE PASTOR ROUAIX","AVENIDA","CONSTITUYENTE FRANCISCO JOSE MUGICA","CALLE","CONSTITUYENTE ALBERTO TERRONES BENÍTEZ","2001","7",,,,,"COLONIA","AQUILES SERDAN",,,,"80190","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3757","024",,,,"Fijo","24.76864309","-107.41022971","2019-11"
"3821244","25006722514001351000000000S1","TAQUERIA ARMANDO",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","CONSTITUYENTE HILARIO MEDINA","CALLE","JOSE LIMON","CALLE","CANDIDO AVILES INZUNZA","AVENIDA","GENERAL CRUZ MEDINA",,"SN",,,,,"COLONIA","PLUTARCO ELIAS CALLES",,,,"80194","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","4416","010",,,,"Fijo","24.75638432","-107.42188286","2014-12"
"9369924","25006722514013772000000000U4","TAQUERIA ARMANDO",,"722514","Restaurantes con servicio de preparación de tacos y tortas","6 a 10 personas","AVENIDA","GENERAL BENJAMIN HILL","ANDADOR","MANUEL GUTIERREZ NAJERA","ANDADOR","PASEO DE LOS COMPOSITORES","ANDADOR","NINGUNO","5551","B",,,,,"COLONIA","INFONAVIT BARRANCOS",,,,"80189","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","2015","013","6672994540",,,"Fijo","24.75838236","-107.42938144","2021-05"
"3839232","25006722219005181000000000U4","TAQUERIA AYON",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","REVOLUCION","CALLE","TIERRA Y LIBERTAD","BOULEVARD","PLAN DE AYALA","AVENIDA","FRAY ANDRÉS TELLO",,"SN",,,,,"COLONIA","EMILIANO ZAPATA",,,,"80260","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5467","005",,,,"Semifijo","24.78902847","-107.36583476","2010-07"
"3809164","25006722514004711000000000U3","TAQUERIA BARAJAS",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","BOULEVARD","LA NAVIDAD","AVENIDA","GIRASOL","AVENIDA","JAZMIN","AVENIDA","GUIRNALDA","3671",,,,"0",,"FRACCIONAMIENTO","SANTA BARBARA",,,,"80140","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","6412","013",,,,"Fijo","24.76676522","-107.45662138","2014-12"
"8418107","25006722514012501000000000U8","TAQUERIA BARBAS RJ",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","BOULEVARD","AGRICULTORES","CALLE","BALTAZAR DE OBREGON","CALLE","JESUS URETA GUAXUMA","AVENIDA","SEGUNDA","0","SN",,,"0",,"COLONIA","SAN JUAN",,,,"80249","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","5537","016",,,,"Fijo","24.79916993","-107.35492591","2019-11"
"3836608","25006722212004331000000000U1","TAQUERIA BASTIDAS",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","BOULEVARD","FRANCISCO I. MADERO","AVENIDA","CECILIA ZADI","AVENIDA","JAIME TORRES BODET","CALLE","ALBA DE ACOSTA","1840","A",,,,,"COLONIA","MIGUEL HIDALGO",,,,"80090","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3456","018",,,,"Fijo","24.80238178","-107.37006211","2010-07"
"7389577","25006722514011201000000000U6","TAQUERIA BAZUA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALZADA","HEROICO COLEGIO MILITAR","CALLE","NINGUNO","BOULEVARD","JUAN LEY FONG","CALLE","DOÑA RAFAELA LÓPEZ DE LEY",,"SN",,,,,"FRACCIONAMIENTO","ALTURAS DEL SUR",,,,"80295","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3155","012","6671332589",,,"Semifijo","24.76017047","-107.35935962","2019-11"
"7210530","25006722514007112000000000U1","TAQUERIA BAZUA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","6 a 10 personas","BOULEVARD","JESUS KUMATE RODRIGUEZ","CALLE","CAMPO EL PORVENIR","AVENIDA","CAMPO ARBACO","AVENIDA","CAMPO MONTE LARGO","0","SN",,,"0",,"FRACCIONAMIENTO","HACIENDA MOLINO DE LAS FLORES",,,,"80155","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3583","047","6672211196",,,"Fijo","24.77053994","-107.44657072","2019-11"
"8963576","25006722514011741000000000U1","TAQUERIA BEA",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","MONTE GALAAD","CALLE","MONTE GERIZIM","CALLE","MONTE DE LOS OLIVOS","AVENIDA","MONTE EBAL","3220",,,,,,"FRACCIONAMIENTO","SANTA ROCIO",,,,"80135","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","7001","003",,,,"Fijo","24.77035914","-107.48370183","2019-11"
"3816180","25006722514001041000000000U8","TAQUERIA BELTRAN",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","CALZADA","HEROICO COLEGIO MILITAR","AVENIDA","PATRIA","BOULEVARD","CIUDADES HERMANAS","AVENIDA","PATRIA",,"SN",,,,,"COLONIA","5 DE MAYO",,,,"80230","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","0292","043",,,,"Semifijo","24.79460767","-107.37490487","2014-12"
"7649205","25006722514007991000000000U8","TAQUERIA BELTRAN",,"722514","Restaurantes con servicio de preparación de tacos y tortas","0 a 5 personas","AVENIDA","PATRIA","CALLE","MINA DE PANUCO","CALLE","MINA DE COPALA","AVENIDA","GENERAL MANUEL ÁVILA CAMACHO",,"SN",,,,,"COLONIA","ANTONIO TOLEDO CORRO",,,,"80296","25","SINALOA","006","Culiacán","0001","Culiacán Rosales","3795","043",,,,"Fijo","24.76423728","-107.37120525","2019-11"
